Num,ID,Location,SearchType,PropertyType,TITLE,AGENT_ID,AGENT_BRANCH,AGENT_NAME,AGENT_SELLER_TYPE,BATHROOMS,BEDROOMS,BER,CATEGORY,MONTHLY_PRICE,PRICE,LATITUDE,LONGITUDE,PUBLISH_DATE
13582,5301149,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SEMI_DETACHED_HOUSE,"48 Connolly Street, Arklow, Co. Wicklow",5105,Somers Properties,Dolores  Somers,BRANDED_AGENT,1 Bath,3 Bed,F,Buy,245000,"€245,000",52.794471,-6.157224,2023-07-04 10:20:23
13583,5281992,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SEMI_DETACHED_HOUSE,"Carysfort House, 10 St Marys Road, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,1 Bath,3 Bed,N.A.,Buy,265000,"€265,000",52.796477,-6.158896,2023-09-12 12:03:09
13584,4661865,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SEMI_DETACHED_HOUSE,"26 Lamberton Heights, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,3 Bath,4 Bed,D2,Buy,409000,"€409,000",52.797329,-6.17571,2023-09-12 12:03:09
13585,4554208,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SEMI_DETACHED_HOUSE,"32 The Crescent, Meadowvale, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,3 Bath,3 Bed,B3,Buy,295000,"€295,000",52.785533,-6.17481,2023-09-08 08:36:38
13586,4276337,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SEMI_DETACHED_HOUSE,"74 Woodlands Park, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,2 Bath,3 Bed,B3,Buy,250000,"€250,000",52.797723,-6.178795,2023-09-12 12:03:08
13587,3943701,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SEMI_DETACHED_HOUSE,"10 Bank Hall, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,2 Bath,4 Bed,D1,Buy,270000,"€270,000",52.797201,-6.151879,2023-07-12 13:54:19
13588,4734039,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"20 Páirc Na Saile, Arklow, Co. Wicklow",5105,Somers Properties,Dolores  Somers,BRANDED_AGENT,3 Bath,3 Bed,C1,Buy,270000,"€270,000",52.792948,-6.174599,2023-09-04 12:54:58
13589,5411306,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"23 Rory O'Connor Place, Arklow, Co. Wicklow",2885,Peter Mills Property,Peter Mills Property,UNBRANDED_AGENT,1 Bath,2 Bed,D2,Buy,220000,"€220,000",52.792542,-6.156934,2023-09-12 09:12:36
13590,5404423,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"7 Back Street, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,1 Bath,2 Bed,G,Buy,265000,"€265,000",52.795742,-6.152802,2023-09-06 10:01:31
13591,5399630,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"5 Park Avenue, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,1 Bath,3 Bed,C1,Buy,295000,"€295,000",52.793823,-6.163994,2023-09-01 14:12:43
13592,5398445,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"14 Abbey Street, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,1 Bath,3 Bed,G,Buy,150000,"€150,000",52.794326,-6.153656,2023-09-12 12:03:10
13593,5381775,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"35 St Michael's Terrace, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,1 Bath,1 Bed,G,Buy,180000,"€180,000",52.792848,-6.14861,2023-09-12 12:03:10
13594,5363328,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"8 Anchor Mews, Arklow, Co. Wicklow",1500,Terry O'Reilly Auctioneers,Terry O'Reilly,UNBRANDED_AGENT,4 Bath,3 Bed,B2,Buy,275000,"€275,000",52.795142,-6.148471,2023-08-22 09:07:46
13595,5371194,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"91 Cluain Árd, Sea Road, Arklow, Co. Wicklow",2885,Peter Mills Property,Peter Mills Property,UNBRANDED_AGENT,2 Bath,3 Bed,C1,Buy,275000,"€275,000",52.809483,-6.142846,2023-08-09 17:19:21
13596,5366601,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"2 Church Building, 9 Main Street, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,2 Bath,4 Bed,D1,Buy,565000,"€565,000",52.798146,-6.156304,2023-09-12 12:03:07
13597,5282285,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"76 Rory O'Connor Place, Arklow, Co. Wicklow",2885,Peter Mills Property,Peter Mills Property,UNBRANDED_AGENT,1 Bath,3 Bed,C3,Buy,225000,"€225,000",52.792254,-6.158004,2023-08-09 14:17:56
13598,4670473,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"69 Church View, Arklow, Co. Wicklow",2885,Peter Mills Property,Peter Mills Property,UNBRANDED_AGENT,1 Bath,3 Bed,B3,Buy,265000,"€265,000",52.789396,-6.158643,2023-08-09 14:18:05
13599,4601975,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"5 Woodlands Close, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,1 Bath,2 Bed,C1,Buy,230000,"€230,000",52.796405,-6.179165,2023-08-08 09:00:26
13600,3918921,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TERRACED_HOUSE,"20 Saint Brigid's Terrace, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,1 Bath,3 Bed,G,Buy,230000,"€230,000",52.793907,-6.154415,2023-07-12 13:54:12
13601,5394983,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.END_OF_TERRACE_HOUSE,"2B Meadow's Lane, Arklow, Co. Wicklow",12468,REA Halnon Humphreys,Winston Halnon,BRANDED_AGENT,3 Bath,3 Bed,D2,Buy,135000,"AMV: €135,000",52.796117,-6.1529,2023-09-07 21:58:30
13602,5373855,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.END_OF_TERRACE_HOUSE,"1 Gregg's Hill, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,1 Bath,2 Bed,E1,Buy,190000,"€190,000",52.793525,-6.149843,2023-08-11 09:08:29
13603,4736546,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.END_OF_TERRACE_HOUSE,"106 The Avenue, Meadowvale, Arklow, Co. Wicklow",1459,CD Auctioneers,Office,BRANDED_AGENT,3 Bath,3 Bed,C1,Buy,269000,"€269,000",52.787943,-6.171717,2023-09-05 10:23:17
13604,4546115,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.END_OF_TERRACE_HOUSE,"25 Pairc Na Saile, Arklow, Co. Wicklow",5105,Somers Properties,Dolores  Somers,BRANDED_AGENT,3 Bath,3 Bed,D1,Buy,279000,"€279,000",52.79281,-6.175032,2023-06-17 05:18:22
13605,4658145,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TOWNHOUSE,"65 Mizen Court, Marina Village, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,3 Bath,4 Bed,C3,Buy,310000,"€310,000",52.796384,-6.145686,2023-06-13 09:40:01
13606,4546146,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.TOWNHOUSE,"32 Mizen Court, Marina Village, Arklow, Co. Wicklow",5105,Somers Properties,Dolores Somers,BRANDED_AGENT,3 Bath,4 Bed,C2,Buy,340000,"€340,000",52.796746,-6.146189,2023-06-17 05:18:22
13607,4703993,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.DUPLEX,"1 The Lighthouse, Marina Village, Arklow, Co. Wicklow",6318,Forkin Property,Warren Kavanagh,BRANDED_AGENT,3 Bath,3 Bed,B3,Buy,255000,"€255,000",52.795906,-6.14595,2023-09-12 10:06:38
13608,5383713,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.BUNGALOW,"Beechlawn, Raheen, Arklow, Co. Wicklow",2872,Sherry FitzGerald Catherine O'Reilly,Catherine O'Reilly,BRANDED_AGENT,3 Bath,4 Bed,D2,Buy,675000,"€675,000",52.828438,-6.178674,2023-09-12 12:03:08
13609,5319070,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.BUNGALOW,"Raheen, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,3 Bath,4 Bed,D2,Buy,650000,"€650,000",52.828948,-6.177646,2023-06-27 10:01:32
13610,4739109,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.BUNGALOW,"Dunroamin, Askintiny, Clogga, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,1 Bath,2 Bed,E1,Buy,285000,"€285,000",52.760743,-6.149372,2023-09-12 12:03:09
13611,3950982,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.APARTMENT,"Money Big, Arklow, Co. Wicklow",7217,Five Star International,Five Star International,BRANDED_AGENT,2 Bath,3 Bed,N.A.,Holiday Homes,3428,€800 per week,52.7799905,-6.1635073,2023-09-11 13:05:52.208000
13612,5383363,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.APARTMENT,"2 Townville, St Marys Road, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Martina Hill,BRANDED_AGENT,1 Bath,2 Bed,B3,Buy,225000,"€225,000",52.795958,-6.158237,2023-09-12 12:03:10
13613,5373805,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.APARTMENT,"Apartment 6, Rockview Park, Rockview Terrace, Arklow, Co. Wicklow",8806,BidX1,Ian McCarthy,BRANDED_AGENT,N.A.,2 Bed,C3,Buy,130000,"AMV: €130,000",52.793582,-6.147403,2023-09-12 10:01:54
13614,4586859,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.APARTMENT,"10 St Marys Court, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Martina Hill,BRANDED_AGENT,2 Bath,2 Bed,C3,Buy,200000,"€200,000",52.796912,-6.158722,2023-09-12 12:03:07
13615,5391902,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Lands at Scarnagh (folio WX14646), Scarnagh, Co. Wexford",8806,BidX1,Ben McArdle,BRANDED_AGENT,N.A.,N.A.,N.A.,Buy,40000,"AMV: €40,000",52.763644,-6.200106,2023-09-12 10:01:55
13616,4606197,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Site - Johnstown, Arklow, Co. Wicklow",5105,Somers Properties,Dolores  Somers,BRANDED_AGENT,N.A.,N.A.,N.A.,Buy,140000,"€140,000",52.78651892375612,-6.234622658834496,2023-06-17 05:18:22
13617,3717407,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Rear of Seabank Terrace, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,N.A.,N.A.,N.A.,Buy,Price on Application,Price on Application,52.805384084186045,-6.142787607453471,2023-07-12 13:54:07
13618,3790117,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.SITE,"Clogga Strand, Arklow, Co. Wicklow",5105,Somers Properties,Dolores  Somers,BRANDED_AGENT,N.A.,N.A.,N.A.,Buy,250000,"€250,000",52.76361621352419,-6.152951461573338,2023-06-17 05:18:22
13619,2578940,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.OFFICE_SPACE,"Wexford Road, Carlow Town, Co. Carlow",8380,O'Neill & Co Chartered Surveyors & Auctioneers Ltd,Stephen Keeler,UNBRANDED_AGENT,N.A.,N.A.,C3,Commercial,N.A.,Rent Negotiable,52.7908373,-6.1649585,2023-09-07 09:52:57.636000
13620,3642177,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.OFFICE_SPACE,"Lower Main Street, Arklow, Co. Wicklow",2885,Peter Mills Property,Peter Mills Property,UNBRANDED_AGENT,N.A.,N.A.,B2,Commercial,N.A.,Rent Negotiable,52.79719761481749,-6.152363031719432,2023-09-06 09:08:34.688000
13621,5318253,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.OFFICE_SPACE,"Bridge Street, Arklow, Co. Wicklow",5105,Somers Properties,Dolores  Somers,BRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,1000,"€1,000 per month",52.79820080228808,-6.152408264704576,2023-09-08 14:11:16.770000
13622,5358526,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.RETAIL_UNIT,"26 Back Street, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Arklow,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,119000,"€119,000",52.795268,-6.152609,2023-09-12 12:10:45.179000
13623,5351146,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.RETAIL_UNIT,"6a Croghan Industrial Estate, Emoclew Road, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,Price on Application,Price on Application,52.788064,-6.175985,2023-09-12 12:10:45.142000
13624,5351144,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.RETAIL_UNIT,"6A Croghan Industrial Estate, Emoclew Road, Arklow, Co. Wicklow",2887,Sherry FitzGerald Catherine O'Reilly,Robert Earls,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,N.A.,Rent Negotiable,52.788385,-6.176256,2023-09-12 12:10:45.073000
13625,5395062,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.RETAIL_UNIT,"6 Main Street, Arklow, Co. Wicklow",2885,Peter Mills Property,Peter Mills Property,UNBRANDED_AGENT,N.A.,N.A.,G,Commercial,225000,"€225,000",52.7981806,-6.1568952,2023-09-06 09:08:25.913000
13626,5373160,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INDUSTRIAL_UNIT,"Croghan Industrial Estate, Emoclew Road, Arklow, Co. Wicklow",2884,P.V. Byrne Ltd,Paul Byrne M.S.C.S.I,UNBRANDED_AGENT,N.A.,N.A.,E1,Commercial,1500,"€1,500 per month",52.7895269322467,-6.173074614232235,2023-09-06 08:06:22.630000
13627,5373144,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INDUSTRIAL_UNIT,"Croghan Industrial Estate, Emoclew Road, Arklow, Co. Wicklow",2884,P.V. Byrne Ltd,Paul Byrne M.S.C.S.I,UNBRANDED_AGENT,N.A.,N.A.,C3,Commercial,1833,"€1,833 per month",52.789101720807,-6.172907534076842,2023-09-06 08:06:22.625000
13628,5373151,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INDUSTRIAL_UNIT,"Croghan Industrial Estate, Emoclew Road, Arklow, Co. Wicklow",2884,P.V. Byrne Ltd,Paul Byrne M.S.C.S.I,UNBRANDED_AGENT,N.A.,N.A.,D2,Commercial,1833,"€1,833 per month",52.78900815872103,-6.173154118992244,2023-09-06 08:06:22.629000
13629,5329919,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INDUSTRIAL_UNIT,"Croghan Industrial Estate, Arklow, Co. Wicklow",7217,Five Star International,Five Star Residential Sales,BRANDED_AGENT,N.A.,N.A.,B3,Commercial,N.A.,Price on Application or Rent Negotiable,52.7890342,-6.1741194,2023-08-25 13:29:49.773000
13630,4484453,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INDUSTRIAL_UNIT,"Croghan Industrial Estate, Arklow, Co. Wicklow",2885,Peter Mills Property,Peter Mills Property,UNBRANDED_AGENT,N.A.,N.A.,B3,Commercial,N.A.,Rent Negotiable,52.788237006913505,-6.173604429456049,2023-08-23 14:02:31.251000
13631,4671814,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.RESTAURANTS_BARS_HOTELS,"Unit 2, 50 Ferrybank, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,N.A.,N.A.,C2,Commercial,Price on Application,Price on Application,52.800788,-6.1481404,2023-08-23 14:03:10.327000
13632,3909909,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.COMMERCIAL_SITES,"Coolmore Park, Coolmore, Arklow, Co. Wicklow",6318,Forkin Property,Matt Forkin,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,995000,"€995,000",52.7976935,-6.1599293,2023-09-12 09:06:55.294000
13633,5347304,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.AGRICULTURAL_LAND,"Ballymoyle, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,N.A.,AMV: Price on Application,52.84976171376428,-6.110116891489184,2023-08-23 14:04:01.926000
13634,5289104,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.DEVELOPMENT_LAND,"Industrial Zoned Land, Coolmore Park, Arklow, Co. Wicklow",12425,Lisney Commercial (Dublin),Cathal Daughton,BRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,Price on Application,Price on Application,52.7976935,-6.1599293,2023-08-23 14:03:39.579000
13635,5410084,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INVESTMENT_PROPERTY,"An Post Delivery Service Unit, Knockenrahen, Arklow, Co. Wicklow",12425,Lisney Commercial (Dublin),Christopher Belton,BRANDED_AGENT,N.A.,N.A.,B3,Commercial,Price on Application,Price on Application,52.789760853642,-6.1617878079414,2023-09-12 10:02:02.591000
13636,4737785,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INVESTMENT_PROPERTY,"3 The Links, Saint Michael's Terrace, Abbeylands, Arklow, Co. Wicklow",6318,Forkin Property,Warren Kavanagh,BRANDED_AGENT,N.A.,N.A.,N.A.,Commercial,225000,"€225,000",52.791745,-6.148627,2023-09-12 09:06:57.998000
13637,5345113,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.COMMERCIAL_RENT,PropertyType.INVESTMENT_PROPERTY,"Renmore, St. Mary's Road, Arklow, Arklow, Co. Wicklow",2886,Raymond Gaffney & Sons Ltd.,Raymond Gaffney,UNBRANDED_AGENT,N.A.,N.A.,SI_666,Commercial,400000,"€400,000",52.795748,-6.159007,2023-08-23 14:04:05.537000
13638,5349932,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"Meadowvale, Arklow, Co. Wicklow",248752,N.A.,Michelle,PRIVATE_USER,N.A.,Double Room,B2,Share,620,€620 per month,52.787526234808,-6.174594014883,2023-09-11 13:39:06.742000
13639,5357795,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"Coolgreany , Arklow, Co. Wicklow",975178,N.A.,sinead buttle,PRIVATE_USER,N.A.,Double Room,C1,Share,500,€500 per month,52.808431350747,-6.2100211941274,2023-09-11 21:43:05.510000
13640,5390728,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"28 Avondale Crescent, Arklow, Arklow, Co. Wicklow",225791,N.A.,georgina craine,PRIVATE_USER,N.A.,Double Room,C1,Share,600,€600 per month,52.804995,-6.152989,2023-09-11 08:26:14.906000
13641,5315270,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"Beech Road, Arklow, Co. Wicklow",5249236,N.A.,Teresa,PRIVATE_USER,N.A.,Double Room,SI_666,Share,600,€600 per month,52.831477818561,-6.1890427455478,2023-09-08 11:04:30.925000
13642,5403348,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"Coolroe Great, Scarnagh, Co. Wexford",10140,Hosting Power / hostingpower.ie,Booking Adviser,UNBRANDED_AGENT,N.A.,Single Room,SI_666,Share,857,€200 per week,52.755627024441424,-6.18190331000045,2023-09-05 13:36:36.043000
13643,5366924,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"Liam Mellows Avenue, Arklow, Co. Wicklow",1996476,N.A.,Ann ,PRIVATE_USER,N.A.,Single Room,D1,Share,625,€625 per month,52.792402,-6.162453,2023-09-05 00:03:42.256000
13644,5356463,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"Killahurler, Arklow, Co. Wicklow",2021048,N.A.,Nicola Bolger,PRIVATE_USER,N.A.,Double Room,SI_666,Share,600,€600 per month,52.815652668959,-6.2293657793877,2023-09-06 04:54:43.570000
13645,5304351,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"11 Liam Mellows Avenue, Arklow, Arklow, Co. Wicklow",1911504,N.A.,Trish,PRIVATE_USER,N.A.,Single Room,B3,Share,500,€500 per month,52.79282824203078,-6.1633210387970685,2023-08-23 09:48:43.926000
13646,5303281,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE," Mill Meadows, Arklow, Co. Wicklow",5130379,N.A.,Mark,PRIVATE_USER,N.A.,Double Room,C2,Share,650,€650 per month,52.792861,-6.17749,2023-09-04 15:24:12.695000
13647,5382014,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.SHARING,PropertyType.HOUSE,"Coolgreaney Road, Arklow, Co. Wicklow",313789,N.A.,Email Contact Preferred,PRIVATE_USER,N.A.,Single Room,SI_666,Share,430,€430 per month,52.797267597347,-6.164791000707,2023-09-10 20:45:50.906000
13648,5349932,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"Meadowvale, Arklow, Co. Wicklow",248752,N.A.,Michelle,PRIVATE_USER,N.A.,Double Room,B2,Share,620,€620 per month,52.787526234808,-6.174594014883,2023-09-11 13:39:06.742000
13649,5357795,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"Coolgreany , Arklow, Co. Wicklow",975178,N.A.,sinead buttle,PRIVATE_USER,N.A.,Double Room,C1,Share,500,€500 per month,52.808431350747,-6.2100211941274,2023-09-11 21:43:05.510000
13650,5390728,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"28 Avondale Crescent, Arklow, Arklow, Co. Wicklow",225791,N.A.,georgina craine,PRIVATE_USER,N.A.,Double Room,C1,Share,600,€600 per month,52.804995,-6.152989,2023-09-11 08:26:14.906000
13651,5315270,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"Beech Road, Arklow, Co. Wicklow",5249236,N.A.,Teresa,PRIVATE_USER,N.A.,Double Room,SI_666,Share,600,€600 per month,52.831477818561,-6.1890427455478,2023-09-08 11:04:30.925000
13652,5403348,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"Coolroe Great, Scarnagh, Co. Wexford",10140,Hosting Power / hostingpower.ie,Booking Adviser,UNBRANDED_AGENT,N.A.,Single Room,SI_666,Share,857,€200 per week,52.755627024441424,-6.18190331000045,2023-09-05 13:36:36.043000
13653,5366924,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"Liam Mellows Avenue, Arklow, Co. Wicklow",1996476,N.A.,Ann ,PRIVATE_USER,N.A.,Single Room,D1,Share,625,€625 per month,52.792402,-6.162453,2023-09-05 00:03:42.256000
13654,5356463,Location.ARKLOW_AND_SURROUNDS_WICKLOW,SearchType.STUDENT_ACCOMMODATION,PropertyType.HOUSE,"Killahurler, Arklow, Co. Wicklow",2021048,N.A.,Nicola Bolger,PRIVATE_USER,N.A.,Double Room,SI_666,Share,600,€600 per month,52.815652668959,-6.2293657793877,2023-09-06 04:54:43.570000
